City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
443,Talas,TR,38.6908,35.5538,29.07,86,0,4.61,clear sky
444,Honningsvag,NO,70.9821,25.9704,31.75,80,75,21.85,snow
445,Byron Bay,AU,-28.65,153.6167,78.91,68,100,0.38,moderate rain
446,Yeppoon,AU,-23.1333,150.7333,87.58,64,87,9.86,overcast clouds
447,Ocampo,MX,21.65,-101.5,47.44,65,20,5.79,few clouds
448,Karratha,AU,-20.7377,116.8463,78.17,51,31,22.08,scattered clouds
449,Idritsa,RU,56.3316,28.8988,43.75,81,100,13.29,light rain
450,Lagoa,PT,39.05,-27.9833,68.2,84,29,18.25,scattered clouds
451,Menongue,AO,-14.6585,17.691,66.0,70,100,3.65,overcast clouds
452,Camaguey,CU,21.3808,-77.9169,70.14,83,20,5.75,few clouds
453,Santiago Tuxtla,MX,18.4667,-95.3,67.21,82,79,4.12,broken clouds
454,Prachatice,CZ,49.0129,13.9975,40.57,78,97,5.06,overcast clouds
455,Ahipara,NZ,-35.1667,173.1667,63.82,84,50,4.41,scattered clouds
456,Vega De Alatorre,MX,20.0333,-96.6333,73.96,77,95,2.95,overcast clouds
457,Namibe,AO,-15.1961,12.1522,67.14,80,77,5.57,broken clouds
458,Temiscaming,CA,46.7212,-79.0971,47.75,100,73,3.44,broken clouds
459,Izoplit,RU,56.6256,36.222,38.98,96,100,11.9,overcast clouds
460,Joshimath,IN,30.5667,79.5667,64.49,14,0,4.34,clear sky
461,Tulum,MX,20.2167,-87.4667,75.92,84,5,6.22,clear sky
462,Makubetsu,JP,45.3714,141.8211,51.51,66,75,8.05,broken clouds
463,Kishtwar,IN,33.3167,75.7667,60.78,23,0,1.07,clear sky
464,Mlonggo,ID,-6.5333,110.7,87.69,66,100,4.94,moderate rain
465,Lompoc,US,34.6391,-120.4579,61.21,65,1,5.75,clear sky
466,Longyan,CN,25.1072,117.0225,59.92,68,84,6.58,broken clouds
467,Los Llanos De Aridane,ES,28.6585,-17.9182,62.35,64,75,15.01,broken clouds
468,Gillette,US,44.2911,-105.5022,38.25,78,75,3.44,broken clouds
469,Conde,BR,-7.2597,-34.9075,78.26,83,20,5.75,few clouds
470,Kailaras,IN,26.3167,77.6167,79.81,30,85,3.47,overcast clouds
471,Bairnsdale,AU,-37.8333,147.6167,59.7,74,100,3.0,overcast clouds
472,Poltavka,RU,54.3663,71.7632,37.24,43,71,19.57,broken clouds
473,Rakovski,BG,42.3,24.9667,53.46,86,18,1.28,few clouds
474,Villeneuve-Sur-Lot,FR,44.5,0.6667,48.47,96,48,3.94,scattered clouds
475,Neiafu,TO,-18.65,-173.9833,77.68,94,75,3.44,light rain
476,Berlevag,NO,70.8578,29.0864,26.6,85,100,10.27,snow
477,Sakakah,SA,29.9697,40.2064,58.57,31,0,4.45,clear sky
478,Turtas,RU,58.9417,69.1325,33.04,97,100,10.92,light snow
479,Luganville,VU,-15.5333,167.1667,81.14,80,42,7.49,scattered clouds
480,Alamor,EC,-4.0181,-80.0197,59.83,81,82,1.23,broken clouds
481,Tabuny,RU,52.7773,78.7896,30.09,40,87,16.33,overcast clouds
482,Flin Flon,CA,54.7682,-101.865,31.39,80,88,4.74,overcast clouds
483,Bardiyah,LY,31.7561,25.0865,65.66,82,3,3.62,clear sky
484,Manosque,FR,43.8288,5.7869,50.4,66,55,6.22,broken clouds
485,Barra Do Corda,BR,-5.5,-45.25,71.91,94,63,1.92,broken clouds
486,Mahibadhoo,MV,3.7833,72.9667,82.96,71,99,17.45,overcast clouds
487,Ankang,CN,32.68,109.0172,49.32,47,3,2.77,clear sky
488,Maxixe,MZ,-23.8597,35.3472,76.82,94,40,0.0,scattered clouds
489,Mancheral,IN,18.8667,79.4333,77.7,46,43,8.41,scattered clouds
490,Temyasovo,RU,52.9933,58.1014,35.96,87,100,7.54,overcast clouds
491,Asau,RO,46.4333,26.4,53.4,82,100,4.72,overcast clouds
492,Bowen,AU,-20.0167,148.2333,89.82,74,23,11.59,few clouds
493,Glyadyanskoye,RU,54.9075,65.0883,35.89,77,64,15.23,broken clouds
494,Samarai,PG,-10.6167,150.6667,85.48,71,4,14.41,clear sky
495,Tiznit,MA,29.5833,-9.5,52.63,43,0,6.26,clear sky
496,Vanderhoof,CA,54.0166,-124.0198,26.47,90,98,1.81,overcast clouds
497,Thanh Hoa,VN,19.8,105.7667,65.19,66,100,15.26,overcast clouds
498,Pangoa,PE,-12.1167,-73.0,68.27,99,100,1.7,light rain
499,Goderich,CA,43.7501,-81.7165,48.56,81,67,4.61,broken clouds
500,Sao Filipe,CV,14.8961,-24.4956,77.49,74,97,5.59,overcast clouds
501,Kuryk,KZ,43.2,51.65,48.58,64,61,8.77,broken clouds
502,Banda Aceh,ID,5.5577,95.3222,81.59,80,88,11.97,overcast clouds
503,Richmond,US,37.5538,-77.4603,45.34,76,40,3.0,scattered clouds
504,Camocim,BR,-2.9022,-40.8411,76.6,87,100,4.18,overcast clouds
505,Adre,TD,13.4667,22.2,69.64,24,5,8.01,clear sky
506,Bubaque,GW,11.2833,-15.8333,82.96,75,47,10.89,scattered clouds
507,Nchelenge,ZM,-9.3451,28.734,76.96,44,68,3.56,broken clouds
508,Lobito,AO,-12.3481,13.5456,74.79,84,99,3.96,overcast clouds
509,Ostrovnoy,RU,68.0531,39.5131,19.78,95,99,10.4,light snow
510,Lundazi,ZM,-12.2929,33.1782,78.6,30,30,9.62,scattered clouds
511,Madison,US,34.7334,-86.5667,48.72,84,1,3.44,clear sky
512,Toamasina,MG,-18.1667,49.3833,78.8,78,20,8.05,few clouds
513,San Juan,AR,-31.5375,-68.5364,68.2,45,1,4.21,clear sky
514,Pangnirtung,CA,66.1451,-65.7125,15.8,73,20,3.44,few clouds
515,Vaitape,PF,-16.5167,-151.75,79.25,75,22,11.32,few clouds
516,Horuphav,DK,54.9102,9.8987,48.99,93,75,5.75,broken clouds
517,Turan,VN,16.0678,108.2208,84.18,70,75,12.66,broken clouds
518,Mingguang,CN,32.7802,117.9638,46.18,36,0,13.42,clear sky
519,Dharchula,IN,29.85,80.5333,70.12,23,0,4.43,clear sky
520,Stornoway,GB,58.2093,-6.3865,49.96,81,90,20.71,overcast clouds
521,Usinsk,RU,65.9939,57.5281,17.2,93,100,6.62,overcast clouds
522,Vredendal,ZA,-31.6683,18.5012,58.69,72,84,15.46,broken clouds
523,Sibi,PK,29.5448,67.8764,84.16,16,0,3.2,clear sky
524,Kuusamo,FI,65.9667,29.1833,12.24,92,0,5.75,clear sky
525,Puerto Del Rosario,ES,28.5004,-13.8627,67.75,64,0,18.41,clear sky
526,Iquitos,PE,-3.7481,-73.2472,73.44,94,75,1.14,broken clouds
527,Ceyhan,TR,37.0247,35.8175,53.44,33,12,4.56,few clouds
528,Khani,GE,41.9563,42.9566,38.77,75,50,3.71,scattered clouds
529,Comodoro Rivadavia,AR,-45.8667,-67.5,55.26,62,0,10.36,clear sky
530,Alliston,CA,44.1501,-79.8663,51.82,87,66,0.0,broken clouds
531,Kangaatsiaq,GL,68.3065,-53.4641,16.75,80,100,10.51,overcast clouds
532,Ketou,BJ,7.3633,2.5998,75.88,91,93,2.13,overcast clouds
533,De Aar,ZA,-30.6497,24.0123,57.09,76,95,13.38,light rain
534,Lodwar,KE,3.1191,35.5973,85.68,42,82,15.84,broken clouds
535,Saint-Jean-De-La-Ruelle,FR,47.9113,1.8648,38.91,95,84,2.3,mist
536,Halifax,CA,44.6453,-63.5724,48.25,95,59,2.3,broken clouds
537,Saint Anthony,US,45.0205,-93.218,55.53,87,1,1.99,fog
538,Caledon,ZA,-34.23,19.4265,57.16,74,74,1.59,broken clouds
539,Superior,US,46.7208,-92.1041,47.77,91,75,4.61,mist
540,Ngunguru,NZ,-35.6167,174.5,65.59,80,21,5.48,few clouds
541,Ilulissat,GL,69.2167,-51.1,12.22,52,4,16.11,clear sky
542,Davila,PH,18.4726,120.5763,87.78,73,10,10.04,clear sky
543,Wageningen,NL,51.9667,5.6667,44.83,95,90,2.3,mist
544,Chibombo,ZM,-14.6569,28.0706,76.14,27,83,6.46,broken clouds
545,Strathpeffer,GB,57.588,-4.5382,42.71,95,86,3.62,overcast clouds
546,Opuwo,NA,-18.0607,13.84,69.1,32,72,0.65,broken clouds
547,Josefina,PH,8.2,123.5333,82.36,77,76,2.62,broken clouds
548,Skegness,GB,53.1436,0.3363,44.06,84,100,8.99,overcast clouds
549,Ustye,RU,59.6304,39.736,32.85,99,100,8.23,snow
550,Vila Velha,BR,-20.3297,-40.2925,70.95,89,90,3.44,overcast clouds
551,Kostomuksha,RU,64.571,30.5767,22.66,82,6,4.47,clear sky
552,Heinola,FI,61.2056,26.0381,32.09,86,100,12.19,overcast clouds
553,Aguas Formosas,BR,-17.0822,-40.9358,67.64,98,100,2.57,overcast clouds
554,Taos,US,36.4072,-105.5731,47.44,32,1,1.01,clear sky
555,Ginda,IN,30.6945,78.4932,63.43,22,0,3.85,clear sky
556,Qaqortoq,GL,60.7167,-46.0333,30.7,87,99,2.51,overcast clouds
557,West Wendover,US,40.7391,-114.0733,45.61,61,75,0.0,broken clouds
558,Husavik,IS,66.0449,-17.3389,31.91,96,100,11.32,snow
559,Koprivnica,HR,46.1628,16.8275,46.29,84,100,11.34,light rain
560,Alice Springs,AU,-23.7,133.8833,65.75,94,90,12.66,moderate rain
561,Cayenne,GF,4.9333,-52.3333,81.09,84,40,5.01,scattered clouds
562,Kidal,ML,18.4411,1.4078,77.97,19,1,4.34,clear sky
563,Khuzdar,PK,27.7384,66.6434,70.25,20,0,1.19,clear sky
564,Rucar,RO,45.4,25.1667,43.38,74,68,1.97,broken clouds
565,Springbok,ZA,-29.6643,17.8865,47.95,74,81,11.56,broken clouds
566,Borogontsy,RU,62.6683,131.1683,8.87,93,100,8.01,light snow
567,Preili,LV,56.2944,26.7246,42.46,92,100,17.29,overcast clouds
568,Ukiah,US,39.1502,-123.2078,49.84,84,1,0.0,clear sky
569,Buinsk,RU,54.95,48.2833,33.69,87,87,13.38,overcast clouds
570,Walvis Bay,NA,-22.9575,14.5053,53.1,87,4,3.44,clear sky
571,Meadow Lake,US,34.8014,-106.5436,62.01,27,57,7.45,broken clouds
572,Teya,RU,60.3778,92.6267,30.99,86,100,14.2,overcast clouds
573,Salmon Arm,CA,50.6998,-119.3024,43.92,61,100,6.91,overcast clouds
574,Fuyang,CN,32.9,115.8167,48.7,35,0,12.55,clear sky
575,Queenstown,ZA,-31.8976,26.8753,58.62,85,100,6.17,overcast clouds
576,Leningradskiy,RU,69.3833,178.4167,11.41,82,76,10.29,broken clouds
577,Kibala,TD,9.1104,18.3463,76.95,83,0,0.0,clear sky
578,Kindu,CD,-2.95,25.95,70.25,98,96,0.96,overcast clouds
579,Las Vegas,US,36.175,-115.1372,73.18,17,1,9.22,clear sky
580,La Ronge,CA,55.1001,-105.2842,28.65,93,20,3.44,few clouds
581,Tripoli,LY,32.8752,13.1875,72.21,83,92,5.73,overcast clouds
582,Sechura,PE,-5.5569,-80.8222,64.65,80,37,10.36,scattered clouds
583,Havoysund,NO,70.9963,24.6622,32.23,73,100,22.57,light snow
584,Semlac,RO,46.1167,20.9333,48.18,84,85,7.78,overcast clouds
585,Turukhansk,RU,65.8167,87.9833,32.77,98,100,20.09,light snow
586,Palu,ID,-0.8917,119.8707,87.15,76,98,3.09,overcast clouds
587,Grand Forks,US,47.9417,-97.4337,48.13,69,75,11.5,broken clouds
588,Sola,VU,-13.8833,167.55,81.79,73,20,10.47,few clouds
589,Staryy Nadym,RU,65.6118,72.6842,22.3,84,100,11.34,overcast clouds
590,Kapit,MY,2.0167,112.9333,92.97,53,90,1.21,overcast clouds
591,Canutama,BR,-6.5339,-64.3831,74.44,94,100,1.03,overcast clouds
592,Padang,ID,-0.9492,100.3543,80.65,67,90,7.38,light rain
593,Abnub,EG,27.2696,31.1511,68.77,42,0,3.98,clear sky
594,High Prairie,CA,55.4334,-116.4858,22.3,66,1,3.76,clear sky
595,Ketchikan,US,55.3422,-131.6461,41.47,81,90,13.8,overcast clouds
596,Oran,DZ,35.6911,-0.6417,44.53,100,20,4.61,few clouds
597,Nakusp,CA,50.2499,-117.8023,38.48,87,100,6.91,overcast clouds
598,Bronnoysund,NO,65.4625,12.1997,30.42,69,19,2.3,few clouds
599,Redding,US,40.5865,-122.3917,48.65,74,1,5.99,clear sky
600,Kungurtug,RU,50.5994,97.5228,20.21,67,12,1.41,few clouds
601,Puerto Escondido,MX,15.85,-97.0667,77.59,78,79,3.71,broken clouds
602,Caraquet,CA,47.7941,-64.9386,39.74,83,21,8.21,few clouds
603,Ndele,CF,8.4109,20.6473,70.56,85,93,4.47,overcast clouds
604,Nyurba,RU,63.2842,118.3319,27.1,89,100,9.64,overcast clouds
605,Smirnykh,RU,49.75,142.8333,35.13,42,93,3.96,overcast clouds
606,Anan,JP,33.9167,134.65,73.27,68,75,21.85,broken clouds
607,Sistranda,NO,63.7256,8.834,34.9,71,98,11.88,overcast clouds
608,Egvekinot,RU,66.3167,-179.1667,0.09,80,41,1.99,scattered clouds
609,Mayo,US,38.8876,-76.5119,51.3,73,1,5.01,clear sky
610,Zhangjiakou,CN,40.81,114.8794,25.21,69,3,14.97,clear sky
611,Shache,CN,38.4167,77.2406,38.59,32,0,4.68,clear sky
612,Hay River,CA,60.8156,-115.7999,26.58,93,90,10.36,light snow
613,Sebu,PH,6.22,124.6936,84.07,60,18,3.49,few clouds
614,Yongan,CN,39.6957,113.6871,17.74,80,14,8.19,few clouds
615,Shuangyang,CN,43.5242,125.6736,33.76,89,100,9.55,snow
616,Daru,PG,-9.0763,143.2092,86.23,69,40,10.42,scattered clouds
617,Puerto Baquerizo Moreno,EC,-0.9,-89.6,69.21,80,72,9.15,broken clouds
618,Maragogi,BR,-9.0122,-35.2225,76.6,87,16,6.64,few clouds
619,Katubao,PH,5.8892,124.8294,89.26,63,8,2.13,clear sky
620,Vestmanna,FO,62.1564,-7.1664,43.72,93,90,19.57,light intensity drizzle
621,Durban,ZA,-29.8579,31.0292,71.92,96,100,1.99,light rain
622,Adigeni,GE,41.6819,42.6987,31.87,85,84,1.48,broken clouds
623,Panormos,GR,35.4182,24.6909,62.65,74,96,1.5,overcast clouds
624,Sakaiminato,JP,35.55,133.2333,73.38,53,75,13.8,broken clouds
625,Rumoi,JP,43.9344,141.6428,54.45,70,93,7.56,overcast clouds
626,Tazovskiy,RU,67.4667,78.7,14.77,91,100,9.08,overcast clouds
627,Bay Roberts,CA,47.5999,-53.2648,48.02,88,55,1.01,broken clouds
628,Sao Francisco,BR,-15.9486,-44.8644,72.5,79,92,2.17,overcast clouds
629,Buzmeyin,TM,38.0507,58.2056,42.53,87,75,4.61,broken clouds
630,Daud Khel,PK,32.875,71.5701,77.13,18,0,2.84,clear sky
631,Nipawin,CA,53.3668,-104.0009,30.24,93,75,11.5,broken clouds
632,Boshnyakovo,RU,49.6333,142.1667,31.98,41,85,1.97,overcast clouds
633,Iberia,US,29.9502,-91.7507,50.07,100,1,0.0,clear sky
634,Rincon,US,32.296,-81.2354,53.46,89,1,3.44,clear sky
635,Bideford,GB,51.0179,-4.2046,52.25,90,62,4.38,broken clouds
636,Santa Fe,AR,-31.6333,-60.7,70.02,72,9,1.01,clear sky
637,Agadez,NE,19.75,10.25,70.79,16,5,5.57,clear sky
638,Vysokogornyy,RU,50.1167,139.15,26.87,45,96,1.68,overcast clouds
639,Mtwara,TZ,-10.2667,40.1833,81.59,67,54,8.79,broken clouds
640,Richards Bay,ZA,-28.783,32.0377,71.46,92,100,5.55,overcast clouds
641,Kailua,US,21.4022,-157.7394,80.58,74,18,18.81,few clouds
642,Mutis,CO,6.2262,-77.4044,76.95,89,100,7.47,light rain
643,Banes,CU,20.9625,-75.7186,72.21,87,95,6.17,overcast clouds
644,Tautira,PF,-17.7333,-149.15,78.82,77,24,7.45,few clouds
645,Nantucket,US,41.2835,-70.0995,53.71,79,90,11.5,overcast clouds
646,Umea,SE,63.8284,20.2597,24.73,86,40,9.22,scattered clouds
647,Edd,ER,13.9297,41.6925,86.74,43,38,12.88,scattered clouds
648,Pendleton,US,45.6721,-118.7886,48.09,57,90,1.01,overcast clouds
649,High Level,CA,58.5169,-117.136,24.91,100,90,4.61,light snow
650,Coahuayana,MX,18.7333,-103.6833,75.58,89,100,3.65,overcast clouds
651,Aykhal,RU,66.0,111.5,20.3,93,98,18.43,overcast clouds
652,Oussouye,SN,12.485,-16.5469,76.98,75,22,5.55,few clouds
653,Oranjemund,NA,-28.55,16.4333,59.45,79,31,6.11,scattered clouds
654,Jakar,BT,27.5492,90.7525,59.76,43,23,5.53,few clouds
655,Mocuba,MZ,-16.8392,36.9856,82.38,42,1,4.52,clear sky
656,Boyolangu,ID,-8.1181,111.8935,82.2,73,100,3.4,very heavy rain
657,Winton,US,37.3894,-120.6133,56.34,68,1,5.75,clear sky
658,Akonolinga,CM,3.7667,12.25,66.88,99,99,1.36,overcast clouds
659,Paamiut,GL,61.994,-49.6678,20.89,66,19,9.1,few clouds
660,Jardim,BR,-21.4803,-56.1381,70.38,88,29,3.67,scattered clouds
661,Limbdi,IN,22.5667,71.8,84.94,22,47,13.22,scattered clouds
662,Yamada,JP,39.4667,141.95,60.94,77,99,13.69,overcast clouds
663,Biak,ID,-0.9131,122.8766,83.8,74,85,2.46,overcast clouds
664,Port Moresby,PG,-9.4431,147.1797,90.82,62,20,17.27,haze
665,Kosai,JP,34.7105,137.5316,74.93,51,36,24.7,scattered clouds
666,Aukra,NO,62.7925,6.919,35.58,86,91,4.61,overcast clouds
667,Ampanihy,MG,-24.7,44.75,87.82,33,22,6.46,few clouds
668,Ossora,RU,59.2353,163.0719,28.08,96,100,3.18,snow
669,Faya,SA,18.3851,42.4509,52.32,39,0,2.82,clear sky
